date,auteur_com,source,commentaire,poste,date_post,auteur
28-11-2025,Jeannoel Rabe,OLBCI,Y'a pas une tantie pkapkato dans votre quartier ajoute 2 enfants dessus et rends toi au siège vers 11 h et commencer les pleurs je te donne 30 minutes c'est propre ne me remercie pas,sgci coup de gueule jai recu un virement exterieur usa enfin recu selon la banque emettrice parce quelle au moins repond tres tres vite selon elle la sgci a accuse reception le 07112025 mais mon compte jusqualors nest toujours pas credite alors commence le parcours du combattant agence on a transmis au siege patientez siege allez aux transferts internationaux transferts internationaux cest pas nous retournez voir votre gestionnaire siege bis allez au 6e etage 6e etage interdit dentrer appelez le numero 27 20 20 10 10 numero nous allons remonter linformation et puis plus rien silence radio neant cest au ciel que linformation remonte sgci soyez serieux un peu le client que je suis est fatigue mais vraiment,27-11-2025,Angoua Jean Jacques Tano
28-11-2025,Général Bagwell,OLBCI,Apprenez à utiliser les cryptomonnaies. Même 20.000$ tu vas recevoir ça en quelques secondes.,sgci coup de gueule jai recu un virement exterieur usa enfin recu selon la banque emettrice parce quelle au moins repond tres tres vite selon elle la sgci a accuse reception le 07112025 mais mon compte jusqualors nest toujours pas credite alors commence le parcours du combattant agence on a transmis au siege patientez siege allez aux transferts internationaux transferts internationaux cest pas nous retournez voir votre gestionnaire siege bis allez au 6e etage 6e etage interdit dentrer appelez le numero 27 20 20 10 10 numero nous allons remonter linformation et puis plus rien silence radio neant cest au ciel que linformation remonte sgci soyez serieux un peu le client que je suis est fatigue mais vraiment,27-11-2025,Angoua Jean Jacques Tano
27-11-2025,Attoh Walah,OLBCI,Qu'est ce qu'ils font réellement avec les devises de leurs clients ? Plus de 20 jours pour régler une transaction internationale. C'est abusé...,sgci coup de gueule jai recu un virement exterieur usa enfin recu selon la banque emettrice parce quelle au moins repond tres tres vite selon elle la sgci a accuse reception le 07112025 mais mon compte jusqualors nest toujours pas credite alors commence le parcours du combattant agence on a transmis au siege patientez siege allez aux transferts internationaux transferts internationaux cest pas nous retournez voir votre gestionnaire siege bis allez au 6e etage 6e etage interdit dentrer appelez le numero 27 20 20 10 10 numero nous allons remonter linformation et puis plus rien silence radio neant cest au ciel que linformation remonte sgci soyez serieux un peu le client que je suis est fatigue mais vraiment,27-11-2025,Angoua Jean Jacques Tano
28-11-2025,Cyrille Zatchi,OLBCI,Nos banques doivent vraiment améliorer leur service c’est énervant ça.,sgci coup de gueule jai recu un virement exterieur usa enfin recu selon la banque emettrice parce quelle au moins repond tres tres vite selon elle la sgci a accuse reception le 07112025 mais mon compte jusqualors nest toujours pas credite alors commence le parcours du combattant agence on a transmis au siege patientez siege allez aux transferts internationaux transferts internationaux cest pas nous retournez voir votre gestionnaire siege bis allez au 6e etage 6e etage interdit dentrer appelez le numero 27 20 20 10 10 numero nous allons remonter linformation et puis plus rien silence radio neant cest au ciel que linformation remonte sgci soyez serieux un peu le client que je suis est fatigue mais vraiment,27-11-2025,Angoua Jean Jacques Tano
28-11-2025,David Kouassi,OLBCI,Des voyous.,sgci coup de gueule jai recu un virement exterieur usa enfin recu selon la banque emettrice parce quelle au moins repond tres tres vite selon elle la sgci a accuse reception le 07112025 mais mon compte jusqualors nest toujours pas credite alors commence le parcours du combattant agence on a transmis au siege patientez siege allez aux transferts internationaux transferts internationaux cest pas nous retournez voir votre gestionnaire siege bis allez au 6e etage 6e etage interdit dentrer appelez le numero 27 20 20 10 10 numero nous allons remonter linformation et puis plus rien silence radio neant cest au ciel que linformation remonte sgci soyez serieux un peu le client que je suis est fatigue mais vraiment,27-11-2025,Angoua Jean Jacques Tano
27-11-2025,Tycia Nguessan,OLBCI,Non c'est impossible à la SGCI,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,Onction Divine,OLBCI,Pour un prêt scolaire de 300000 ça fait plus d'un an que je paie seulement fhum,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
30-11-2025,L' enfant de KANI,OLBCI,Moi j'ai un salaire de 350 000 f et ils m'ont donné 9000000f,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,Jean Noël Kougbo,OLBCI,Même 7 milliards tu peux avoir,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
26-11-2025,Laisse Edite Kouassi,OLBCI,Non peut être 5 à 6 millions pour 7 ans,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,Lia Gnan Ferdinand,OLBCI,NON,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
26-11-2025,Francky La Merveille,OLBCI,Jahinnn,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
26-11-2025,Henri Gnaze,OLBCI,Si tu prends,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,L' enfant de KANI,OLBCI,Tu veux avoir AVC + crise cardiaque en même temps ?,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,Anicet Kossa,OLBCI,"Même avec d'autre banque, c'est impossible.",avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
28-11-2025,Jeanpaul Foba Foba,OLBCI,Fonction du taux,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
25-11-2025,Merveilles Des Bons Vents,OLBCI,Salaire n'est pas affaires,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
28-11-2025,Marc Philippe Guary,OLBCI,"Même bedou magique, il va pas te donner..",avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,Ouolli Gustave Koné,OLBCI,Seulement que tu liras l'heure,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,Ouolli Gustave Koné,OLBCI,Oui,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
28-11-2025,Magbli Guillaume Samy,OLBCI,Faut être au moins à 400K,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
01-12-2025,Kadjo Sylvanus,OLBCI,"Crédit de 15 millions sur 8 ans
tchiaaaa",avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,Guy Claver Fagnan,OLBCI,Non,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,Kouassi Koffi Justin,OLBCI,Pour 10 millions tu vas rembourser 15 millions,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
29-11-2025,William Ble,OLBCI,Jamais mon collègue,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
26-11-2025,Djamal Sidibé,OLBCI,Le plafond sera de 8 millions à rembourser pendant 7 ans.,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
26-11-2025,Metobin Kone,OLBCI,Même avec 1Million comme salaire ils vont pas te donner 10Millions,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
30-11-2025,LeCypr KC,OLBCI,Hummmm....,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
28-11-2025,Jesus Speaker,OLBCI,LES PRETS BANCAIRES AVEC LE SALAIRE POUR GARANTIE CE N'EST PAS UNE BONNE OPTION..,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
28-11-2025,Kouame Florent Kouadio,OLBCI,8500000 sur 7 ans,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,Moussa Coulibaly,OLBCI,Les banques font tourner les gens pour leur propre argent,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
01-12-2025,N'vrete Innocent Kouame,OLBCI,Bien sûr,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
26-11-2025,Hermann JM Yao,OLBCI,Tu vas pleurer en riant,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
26-11-2025,Alain Daudie,OLBCI,TRES IMPROBABLE,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
28-11-2025,Stephane Koicy,OLBCI,Jamais !,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
28-11-2025,Kouado Serge La,OLBCI,Même 8.000.000 f ce n'est pas évident.,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
27-11-2025,Michel Ngoran,OLBCI,Jamais,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
30-11-2025,Didier Obre,OLBCI,Vas leur demander!,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
30-11-2025,Allui Daniel,OLBCI,"Même tontine du quartier, même si ton",avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
26-11-2025,Ahize Ahize,OLBCI,Tu vas finir de payer quand?,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
26-11-2025,Kouadio Duégué Nicodème,OLBCI,Tu pourras attraper que 7 millions et rembourser 14 millions. Même si ya un petit blé que tu vas prendre a la fin de tout ca.,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
30-11-2025,Elon Diarrassouba,OLBCI,Renseigne toi dans toutes les banques,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
26-11-2025,David Kemonde,OLBCI,Non et non 4 à 6 si ton gestionnaire est compétent,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
29-11-2025,Roland Kaffrouman,OLBCI,Si tu es fonctionnaire de l etat c est possible a afg tu peux aller à 14 bâtons sur 120 mois,avec un salaire de 320mil est ce possible a la banque sgbci doctroyer un pret de 10millions,23-11-2025,Alloh Axel
03-12-2025,Yannick Anoh,OLBCI,C'est comme ça qu'ils sont. S'il attend sans broncher ca va faire des mois. Aucun suivi,bonjour jai un ami qui a fait un remboursement anticipe de son pret cela fait presque 1 mois la generale na pas encore traite son dossier on continue de le prelever quelles sont les voies a suivre merci,03-12-2025,ExcitingChipmunk3151
04-12-2025,Thomas Boti,OLBCI,La situation sera régularisée et il sera rétabli dans ses droits... Pas de panique.,bonjour jai un ami qui a fait un remboursement anticipe de son pret cela fait presque 1 mois la generale na pas encore traite son dossier on continue de le prelever quelles sont les voies a suivre merci,03-12-2025,ExcitingChipmunk3151
03-12-2025,Koffi Kouassi Marius Sébastien,OLBCI,....,bonjour jai un ami qui a fait un remboursement anticipe de son pret cela fait presque 1 mois la generale na pas encore traite son dossier on continue de le prelever quelles sont les voies a suivre merci,03-12-2025,ExcitingChipmunk3151
03-12-2025,Marc Komenan,OLBCI,Actuellement nsia vient de me faire la même chose. Nsia a melangé mon argent du mois pour un retrait d'argent que je n'ai pas reçu. En plus de cela elle remet mon compte à moins.. Je comprends les banques ivoiriennes trop de légèreté et dans ça tu tapes pas fort ton argent vas rester. Si on pouvait donner l'argent de chacun main à main sans l'intermédiaire d'une banque on aurait évité beaucoup de choses.,jai effectue un retrait deplace un debit a tort depuis un guichet bni le 251025 jai fait une reclamation qui a ete pris en compte depuis le 291025 je suis a la sgci aujourdhui je suis allee dans une agence on me dit quon ne voit pas de trace de ma requete alors que jai recu un sms le jour de ma reclamation le 2910 besoin de mon argent sil vous plait voila les fetes de fin dannee merci,03-12-2025,Aguie Jocelyne Epse N'da
03-12-2025,Jean-Paul Sartre,OLBCI,"Marc Komenan
Depuis un certain moment, mon argent ne reste pas en banque, c'est mieux ainsi pour moi...",jai effectue un retrait deplace un debit a tort depuis un guichet bni le 251025 jai fait une reclamation qui a ete pris en compte depuis le 291025 je suis a la sgci aujourdhui je suis allee dans une agence on me dit quon ne voit pas de trace de ma requete alors que jai recu un sms le jour de ma reclamation le 2910 besoin de mon argent sil vous plait voila les fetes de fin dannee merci,03-12-2025,Aguie Jocelyne Epse N'da
03-12-2025,Marc Komenan,OLBCI,Je comprends même pas pourquoi les banques se comportent ainsi.,jai effectue un retrait deplace un debit a tort depuis un guichet bni le 251025 jai fait une reclamation qui a ete pris en compte depuis le 291025 je suis a la sgci aujourdhui je suis allee dans une agence on me dit quon ne voit pas de trace de ma requete alors que jai recu un sms le jour de ma reclamation le 2910 besoin de mon argent sil vous plait voila les fetes de fin dannee merci,03-12-2025,Aguie Jocelyne Epse N'da
03-12-2025,Trhimol Hismael,OLBCI,À l heure de wave et beefree là,jai effectue un retrait deplace un debit a tort depuis un guichet bni le 251025 jai fait une reclamation qui a ete pris en compte depuis le 291025 je suis a la sgci aujourdhui je suis allee dans une agence on me dit quon ne voit pas de trace de ma requete alors que jai recu un sms le jour de ma reclamation le 2910 besoin de mon argent sil vous plait voila les fetes de fin dannee merci,03-12-2025,Aguie Jocelyne Epse N'da
03-12-2025,Jean-Paul Sartre,OLBCI,"Depuis quelques mois, mon argent ne reste plus en banque... J'ai été trop frustré par leur comportement, en général les gestionnaires et même le soi-disant directeur...",jai effectue un retrait deplace un debit a tort depuis un guichet bni le 251025 jai fait une reclamation qui a ete pris en compte depuis le 291025 je suis a la sgci aujourdhui je suis allee dans une agence on me dit quon ne voit pas de trace de ma requete alors que jai recu un sms le jour de ma reclamation le 2910 besoin de mon argent sil vous plait voila les fetes de fin dannee merci,03-12-2025,Aguie Jocelyne Epse N'da
03-12-2025,Aguie Jocelyne Epse N'da,OLBCI,Pffff,jai effectue un retrait deplace un debit a tort depuis un guichet bni le 251025 jai fait une reclamation qui a ete pris en compte depuis le 291025 je suis a la sgci aujourdhui je suis allee dans une agence on me dit quon ne voit pas de trace de ma requete alors que jai recu un sms le jour de ma reclamation le 2910 besoin de mon argent sil vous plait voila les fetes de fin dannee merci,03-12-2025,Aguie Jocelyne Epse N'da
05-12-2025,Ohouo Georges Achi,OLBCI,"Répondez,moi même je suis concerné",bonsoir a tous svp combien de jours dattente pour la mise a disposition des fonds apres la resiliation de lassurance prz alliance de sgci ,05-12-2025,Hans Ryder
05-12-2025,Konan Dominique Kouakou,OLBCI,3 mois bien compté,bonsoir a tous svp combien de jours dattente pour la mise a disposition des fonds apres la resiliation de lassurance prz alliance de sgci ,05-12-2025,Hans Ryder
05-12-2025,Coulibaly Adi,OLBCI,"Faites un courrier en y ajoutant les preuves de l'incident, et rendez vous à votre agence de domiciliation pour le déposer à votre gestionnaire
Je ne dis pas que cela va forcément accélérer le processus, mais cela va le rendre plus simple",sgbci je ne comprends plus rien depuis le 29 octobre 2025 je fais un retrait dans le guichet automatique bni vavoua je recois pas mon argent jappelle ma gestionnaire elle aussi ne me decroche pas ensuite je fais une reclamation via ce numero 2720201010 quel apres mon echange avec mon interlocuteur je recois un message un mois plus tard pas de suite je me suis rendu a sgbci daloa pour faire une autre reclamation le mardi 02 decembre voici les differents messages que se passetil ,05-12-2025,Gilchrist Gnionsiékan Korai
05-12-2025,Arsene Zoh,OLBCI,"La banque aime les clients qui abandonnent vite. Un même message avec deux différentes références. Si la requête n'est plus suivie, elle retient votre argent et c'est fini",sgbci je ne comprends plus rien depuis le 29 octobre 2025 je fais un retrait dans le guichet automatique bni vavoua je recois pas mon argent jappelle ma gestionnaire elle aussi ne me decroche pas ensuite je fais une reclamation via ce numero 2720201010 quel apres mon echange avec mon interlocuteur je recois un message un mois plus tard pas de suite je me suis rendu a sgbci daloa pour faire une autre reclamation le mardi 02 decembre voici les differents messages que se passetil ,05-12-2025,Gilchrist Gnionsiékan Korai
05-12-2025,Yacou Farman,OLBCI,C'est dohi,sgbci je ne comprends plus rien depuis le 29 octobre 2025 je fais un retrait dans le guichet automatique bni vavoua je recois pas mon argent jappelle ma gestionnaire elle aussi ne me decroche pas ensuite je fais une reclamation via ce numero 2720201010 quel apres mon echange avec mon interlocuteur je recois un message un mois plus tard pas de suite je me suis rendu a sgbci daloa pour faire une autre reclamation le mardi 02 decembre voici les differents messages que se passetil ,05-12-2025,Gilchrist Gnionsiékan Korai
05-12-2025,Alla Georges,OLBCI,J'ai l'impression qu'en Afrique les banques n'ont pas de considération pour les clients.,sgbci je ne comprends plus rien depuis le 29 octobre 2025 je fais un retrait dans le guichet automatique bni vavoua je recois pas mon argent jappelle ma gestionnaire elle aussi ne me decroche pas ensuite je fais une reclamation via ce numero 2720201010 quel apres mon echange avec mon interlocuteur je recois un message un mois plus tard pas de suite je me suis rendu a sgbci daloa pour faire une autre reclamation le mardi 02 decembre voici les differents messages que se passetil ,05-12-2025,Gilchrist Gnionsiékan Korai
05-12-2025,Juste LeDoya,OLBCI,6 millions,pour un salaire de 320000 f quel montant de pret peut accorder la sgci a un fonctionnaire les gars votre avis compte donc le jeu est lance,05-12-2025,Moné Désiré Moné
05-12-2025,Joel Pokou,OLBCI,Divise ce salaire par 3 et multiplie par le nombre d'années de remboursement.,pour un salaire de 320000 f quel montant de pret peut accorder la sgci a un fonctionnaire les gars votre avis compte donc le jeu est lance,05-12-2025,Moné Désiré Moné
05-12-2025,Mawa Ouattara,OLBCI,Arrêtez de faire des retraites déplacés à la BNI avec vos cartes SGIC. Ça ne passe jamais et on bloque ton argent aussi,jai effectue un retrait deplace un debit a tort depuis un guichet bni le 251025 jai fait une reclamation qui a ete pris en compte depuis le 291025 je suis a la sgci aujourdhui je suis allee dans une agence on me dit quon ne voit pas de trace de ma requete alors que jai recu un sms le jour de ma reclamation le 2910 besoin de mon argent sil vous plait voila les fetes de fin dannee merci,02-12-2025,Aguie Jocelyne Epse N'da
05-12-2025,Gael Achou,OLBCI,En la SGCI,jai effectue un retrait deplace un debit a tort depuis un guichet bni le 251025 jai fait une reclamation qui a ete pris en compte depuis le 291025 je suis a la sgci aujourdhui je suis allee dans une agence on me dit quon ne voit pas de trace de ma requete alors que jai recu un sms le jour de ma reclamation le 2910 besoin de mon argent sil vous plait voila les fetes de fin dannee merci,02-12-2025,Aguie Jocelyne Epse N'da
04-12-2025,Aguie Jocelyne Epse N'da,OLBCI,Bonjour à tous.. merci à la #SGCI..,jai effectue un retrait deplace un debit a tort depuis un guichet bni le 251025 jai fait une reclamation qui a ete pris en compte depuis le 291025 je suis a la sgci aujourdhui je suis allee dans une agence on me dit quon ne voit pas de trace de ma requete alors que jai recu un sms le jour de ma reclamation le 2910 besoin de mon argent sil vous plait voila les fetes de fin dannee merci,02-12-2025,Aguie Jocelyne Epse N'da
05-12-2025,Dolo Arnaud,OLBCI,Il faut préciser que ces bancs datent de l'ère coloniale,il est vraiment regrettable de constater qua lagence de la societe generale de cote ivoire sgci de sanpedro cite les clients sont obliges dattendre sous un soleil brulant pour acceder au guichet automatique cette situation est penible surtout pour les personnes agees les femmes et ceux qui viennent en urgence il serait souhaitable que la direction envisage des solutions simples mais essentielles comme linstallation dun abri ou dun espace ombrage afin dameliorer le confort des usagers et de preserver leur sante le bienetre des clients doit rester une priorite cordialement,05-12-2025,Karamoko Sindou Gbané
05-12-2025,Karamoko Sindou Gbané,OLBCI,"Dolo Arnaud
en plus hein",il est vraiment regrettable de constater qua lagence de la societe generale de cote ivoire sgci de sanpedro cite les clients sont obliges dattendre sous un soleil brulant pour acceder au guichet automatique cette situation est penible surtout pour les personnes agees les femmes et ceux qui viennent en urgence il serait souhaitable que la direction envisage des solutions simples mais essentielles comme linstallation dun abri ou dun espace ombrage afin dameliorer le confort des usagers et de preserver leur sante le bienetre des clients doit rester une priorite cordialement,05-12-2025,Karamoko Sindou Gbané
05-12-2025,KindAsparagus1195,OLBCI,"Le Directeur la hein, tchiaaa",il est vraiment regrettable de constater qua lagence de la societe generale de cote ivoire sgci de sanpedro cite les clients sont obliges dattendre sous un soleil brulant pour acceder au guichet automatique cette situation est penible surtout pour les personnes agees les femmes et ceux qui viennent en urgence il serait souhaitable que la direction envisage des solutions simples mais essentielles comme linstallation dun abri ou dun espace ombrage afin dameliorer le confort des usagers et de preserver leur sante le bienetre des clients doit rester une priorite cordialement,05-12-2025,Karamoko Sindou Gbané
06-12-2025,Hans Ryder,OLBCI,"Konan Dominique Kouakou
merci.",bonsoir a tous svp combien de jours dattente pour la mise a disposition des fonds apres la resiliation de lassurance prz alliance de sgci ,06-12-2025,Hans Ryder
18-12-2025,Sanogo Le Manequin,OLBCI,Bientôt orange va venir sur wave,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Plaisir De la Goligang,OLBCI,Rendez vous là où vous avez fait votre ouverture de compte avec votre application wave,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Monsìeur Sedji,OLBCI,Franchement SIB,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Kouassi Armand,OLBCI,"Dans peu de temps, la carte magnétique ne va plus servir !!",hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Dje Vincent Irie Bi,OLBCI,Je pense que les deux autres banques finiront de faire comme les autres pour le bonheur des clients.,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
20-12-2025,Blanh Wilfried Kouassi,OLBCI,On attend bsic,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Dan Carter,OLBCI,BOA aussi,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Mia Johnny,OLBCI,Ca sera difficile pour la SGCI de venir sur wave hein,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Fabien Deux Fois Grand,OLBCI,"SIB!,ne rêvez même pas",hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,Gedeon Kouame,OLBCI,"Disons merci à
Iris De Nsiabanque",hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Watê Tchoco,OLBCI,Mais ça fonctionne comment ?,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,Massa Toure,OLBCI,Sur mon wave je vois pas d'abord,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Harmony Le Favorisé,OLBCI,Les banques sérieuses améliorent certaines conditions pour clients...,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Franck José Tayie,OLBCI,Ma meilleure nouvelle de la journée.félicitations,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Kouame Koko,OLBCI,Et besic,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,Dabi N'ti Kouassi,OLBCI,"Si pour sib tu attends, il faut avoir moral",hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Marc Arthur N'guessan,OLBCI,Vivement,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Abdel Aziz Coulibaly,OLBCI,Vraiment SGCI,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,Marc Cope,OLBCI,Vous attendrez longtemps mais rien !,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Boni Assi,OLBCI,Bsic,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Elon Diarrassouba,OLBCI,Oui oui toujours en retard..,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,MR LUCK,OLBCI,Et bsic,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,Olsen Silva le Beni,OLBCI,"SIB on vous regarde ow , rendez nous la tâche facile comme les autres banques",hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Elvis Djamala,OLBCI,Ça marche comment?,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Legality❤️,OLBCI,"J'espère que la générale ne fera pas pareil ow, trop de tentations lorsque tout est lié",hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,Priincess Guemie,OLBCI,Je veux pas hein,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Landry Ziriga,OLBCI,BOA pardon !!! Accepte wave,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,Noukpelewé Souleymane Soro,OLBCI,Surtout la SIB - Société Ivoirienne de Banque,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,Yaotakijoachim Fieni,OLBCI,BSIC,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Bamba Ismaïl,OLBCI,Et BOA,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Emmanuel Tahi,OLBCI,Et Bsic,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,LeGrand Jokab,OLBCI,"Surtout SIB avec sa nuque là, son malin est troooop",hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Fils Abraham,OLBCI,Meme FMI et BECEAO j'ai vue sur wave hier,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,Moses Kouame,OLBCI,Esce que on prend découvert sur wave,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Adama Issouf Nouman,OLBCI,"Il faut que tous les clients de la SIB les appellent pour demander ça sinon elle ne veut pas. Le poussin qui va devenir coq
là on sait.",hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Claire Fontaine,OLBCI,on attend BSIC.,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
18-12-2025,Anokoi Elvis,OLBCI,BSIC surtout,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Hervé Séhi Bi,OLBCI,Oublie pour SIB là,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Soopia Akado,OLBCI,BSIC,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
19-12-2025,Ketty Armel Tea,OLBCI,Bsic,hier j ai vu nsia sur wave il reste sib sgci,18-12-2025,Plaisir De la Goligang
